date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:46:55	113/113	---MCZ	200	added ('OK')	text/plain	etag:%2266-1712097832;gz%22	https://mickeywifhat.com/robots.txt		(from )
19:46:55	173222/173222	---M-Z	200	added ('OK')	text/html	etag:%228-1712071074;gz%22	https://mickeywifhat.com/	D:/Websites/mickey/mickeywifhat.com/index.html	(from )
19:46:55	15611/15611	---M-Z	200	added ('OK')	text/css	etag:%223cfb-6605bed5-b8123b0c177d3fc7;gz%22	https://mickeywifhat.com/wp-content/plugins/dynamic-content-for-elementor/assets/css/animations.css?ver=2.3.2	D:/Websites/mickey/mickeywifhat.com/wp-content/plugins/dynamic-content-for-elementor/assets/css/animations95b8.css	(from https://mickeywifhat.com/)
19:46:55	42844/42844	---M-Z	200	added ('OK')	text/css	etag:%22a75c-6605bee1-12c0810a94633e68;gz%22	https://mickeywifhat.com/wp-content/themes/astra/assets/css/minified/main.min.css?ver=4.6.9	D:/Websites/mickey/mickeywifhat.com/wp-content/themes/astra/assets/css/minified/main.mina02c.css	(from https://mickeywifhat.com/)
19:46:56	19778/19778	---M-Z	200	added ('OK')	text/css	etag:%224d42-6605bedd-917d38c29907e83b;gz%22	https://mickeywifhat.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.29.0	D:/Websites/mickey/mickeywifhat.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mind54b.css	(from https://mickeywifhat.com/)
19:46:56	118630/118630	---M-Z	200	added ('OK')	text/css	etag:%221cf66-6605bedd-a03a6334b8d8be96;gz%22	https://mickeywifhat.com/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.20.3	D:/Websites/mickey/mickeywifhat.com/wp-content/plugins/elementor/assets/css/frontend-lite.mince8e.css	(from https://mickeywifhat.com/)
19:46:56	1040/1040	---M-Z	200	added ('OK')	application/rss+xml	etag:%22e92ae25aed72d867fbedb9fdf9cb5e7f%22	https://mickeywifhat.com/index.php/feed/	D:/Websites/mickey/mickeywifhat.com/index.php/feed/index.html	(from https://mickeywifhat.com/)
19:46:57	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-6605bedd-caea0879f100c575;gz%22	https://mickeywifhat.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	D:/Websites/mickey/mickeywifhat.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://mickeywifhat.com/)
19:46:57	725/725	---M-Z	200	added ('OK')	application/rss+xml	etag:%22e92ae25aed72d867fbedb9fdf9cb5e7f%22	https://mickeywifhat.com/index.php/comments/feed/	D:/Websites/mickey/mickeywifhat.com/index.php/comments/feed/index.html	(from https://mickeywifhat.com/)
19:46:57	1107/1107	---M-Z	200	added ('OK')	text/css	etag:%22453-6605a9e9-d6f7a4a381d76700;gz%22	https://mickeywifhat.com/wp-content/uploads/elementor/css/post-5.css?ver=1711647209	D:/Websites/mickey/mickeywifhat.com/wp-content/uploads/elementor/css/post-5b082.css	(from https://mickeywifhat.com/)
